release_id,event_id,development,human_direction,ai_direction,complete_written_source,human_evidence,ai_evidence,source_urls
2026-W37,01ce70b9-0da3-4979-b3ea-09adf3fef204,United States: California Enacts First Regulatory Safeguards for Artificial Intelligence,unresolved,unresolved,False,,,https://www.rfi.fr/fr/am%C3%A9riques/20260910-%C3%A9tats-unis-la-californie-instaure-les-premiers-garde-fous-r%C3%A9glementaires-sur-l-intelligence-artificielle
2026-W37,021d2ad6-de16-4e1f-bdf5-778256c44926,Many researchers at American AI company Anthropic warn about the risks of AI development,none,gain,True,discusses risks and need for caution without stating direct human gains,asserts AI capabilities are increasing and risks exist,https://www.stdaily.com/web/gdxw/2026-09/10/content_578505.html
2026-W37,071b4840-fbd7-4a0e-b72f-782d071dd96d,University Term: AI in Classrooms,unresolved,unresolved,False,,,https://ici.radio-canada.ca/tele/le-telejournal-manitoba/site/segments/reportage/2474346/rentree-universitaire--lia-dans-les-salles-de
2026-W37,08db6b8d-a91e-46a4-8a53-ab46b7d2b8b6,"The EU can finally access Mythos, the most powerful AI model from Anthropic.",unresolved,unresolved,False,,,https://information.tv5monde.com/economie/lue-peut-enfin-acceder-mythos-le-modele-dia-le-plus-puissant-danthropic-2836916
2026-W37,0a55f76d-8c2a-4507-aaa7-47cdf62d1b26,AI Companies Have Ethical Choices to Make,none,none,True,philosophical discussion of ethics in AI companies,discussion of ethical frameworks (utilitarianism vs deontological ethics) in AI context,https://www.985fm.ca/audio/801542/les-compagnies-d-intelligence-artificielle-ont-des-choix-ethiques-a-faire
2026-W37,0b6e4799-37cc-45f9-880c-3fc1ac80c22a,Critical Mass | Opinion: How Suno and Generative AI Are Changing Music,unresolved,unresolved,False,,,https://www.arkansasonline.com/news/2026/sep/12/critical-mass-opinion-how-suno-and-generative-ai
2026-W37,0d2bb58f-c66b-417d-894c-a5b5be0afd58,China's AI Objectives and Strategic Choices for Europe,unresolved,unresolved,False,,,https://www.bruegel.org/analysis/chinas-artificial-intelligence-goals-and-strategic-choices-europe
2026-W37,0d5bbdc7-e95d-4a3d-9a82-daf8da8b2fbb,BigBear.ai vs. IonQ: Deciding Whether to Invest in the Artificial Intelligence Company or the Quantum Computing Giant,none,none,True,no human outcome described in the excerpt,no AI outcome described in the excerpt,https://www.theglobeandmail.com/investing/markets/stocks/IONQ-N/pressreleases/4576964/bigbear-ai-vs-ionq-weighing-whether-to-invest-in-the-artificial-intelligence-company-or-the-quantum-computing-giant
2026-W37,0d71597b-1ee0-4b9b-8512-08017297df00,"Leaders and the ""speed dating"" political, Trump wants to buy votes and should we be afraid of artificial intelligence?",none,none,True,no clear human-side outcome described,no AI-side enabling or constraining signal described,https://www.985fm.ca/balados/328612/episode/800895/les-chefs-et-le-speed-dating-politique-trump-veut-acheter-des-votes-et-faut-il-avoir-peur-de-l-intelligence-artificielle
2026-W37,0dee5e75-9d1a-4ad9-9658-27e90ff8fc24,Danielle Smith says AI will ‘help humanity’ after ‘dire’ warning from industry insiders,gain,gain,True,"Politician frames AI use as beneficial with safeguards, implying enabled human capacity.",AI is presented as expanding capabilities and benefits in public services with governance protections.,https://www.ctvnews.ca/edmonton/article/danielle-smith-says-ai-will-help-humanity-after-dire-warning-from-industry-insiders
2026-W37,0e8dd984-1f99-4ae8-aa10-16eda842b515,"Artificial intelligence (AI) chatbot reduced depression, anxiety, and eating disorder risk symptoms",gain,gain,True,Users gain scalable mental health support that augments their self-management capacity.,"Therabot demonstrates scalable delivery of therapeutic dialogue with comparable alliance to human therapy, extending care reach.",https://www.2minutemedicine.com/artificial-intelligence-ai-chatbot-reduced-depression-anxiety-and-eating-disorder-risk-symptoms?amp_markup=1
2026-W37,12133fa1-20c1-471f-b877-ed96ee78dd9f,Artificial intelligence data centers pose a growing threat to the global power system – sustainable development,mixed,mixed,True,the evidence describes regulatory and grid-pressure constraints impacting people,the evidence describes AI data-center growth expanding demand and facing governance constraints,https://news.un.org/zh/story/2026/09/1142760 | https://www.un.org/sustainabledevelopment/zh/2026/09/%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E6%95%B0%E6%8D%AE%E4%B8%AD%E5%BF%83%E5%AF%B9%E5%85%A8%E7%90%83%E7%94%B5%E5%8A%9B%E7%B3%BB%E7%BB%9F%E6%9E%84%E6%88%90%E6%97%A5%E7%9B%8A%E5%8A%A0%E5%89%A7%E7%9A%84
2026-W37,129266f3-74dd-4c5d-aba8-606be6f5ca76,Artificial intelligence does not necessarily kill the artist,mixed,mixed,True,"the article frames AI as a factor in artistic discourse and job impact, suggesting both potential benefits and threats to artists","the article discusses AI as a force in music creation and industry dynamics, without asserting clear degradation or dominance",https://www.acadienouvelle.com/mon-opinion/2026/09/10/lintelligence-artificielle-ne-tue-pas-necessairement-lartiste
2026-W37,1568f393-57f3-4c79-8121-e91b91c6fcb0,IBM and NASA Release Open-Source AI Model to Support Lunar Exploration,gain,gain,True,Researchers gain new capabilities to analyze and map lunar data using the open-source model.,The AI model is released openly and scales scientific data interpretation for Moon exploration.,https://www.cp24.com/news/world/2026/09/10/ibm-nasa-launch-ai-model-to-help-map-ice-craters-on-moon?ref=aiagentslive.com | https://newsroom.ibm.com/2026-09-10-ibm-and-nasa-release-open-source-ai-model-to-support-lunar-exploration | https://www.theengineer.co.uk/content/news/nasa-and-ibm-launch-ai-model-to-map-the-moon | https://www.space.com/astronomy/moon/nasa-ibm-launch-new-ai-model-for-studying-the-moon
2026-W37,16c1f687-ee82-45c0-9b3f-5314e3f86bb0,Anthropic Founder's Call for AI Regulation is a Vital Opp...,unresolved,unresolved,False,,,https://observer.co.uk/news/science-technology/article/anthropic-founders-call-for-ai-regulation-is-a-vital-opportunity
2026-W37,18c89da4-076e-481a-b8b3-0345722b743d,Prediction: This AI Chip Stock Will Soar After Sept. 30 (Hint: It's Not Micron),none,none,True,no explicit human-enabled outcome described,no explicit AI-enabled outcome described,https://www.theglobeandmail.com/investing/markets/stocks/AAPL-Q/pressreleases/4579050/prediction-this-artificial-intelligence-ai-chip-stock-will-soar-after-sept-30-hint-it-s-not-micron
2026-W37,1b792e6b-0146-4006-86de-1d8dfa6e88db,Artificial intelligence is a priority issue for the National Financial Prosecutor's Office,unresolved,unresolved,False,,,https://www.lesechos.fr/politique-societe/societe/lintelligence-artificielle-est-un-enjeu-prioritaire-pour-le-parquet-national-financier-2250999
2026-W37,2251c56e-3b50-42d7-9e46-0aa7a8526a7b,"Playing with Our Lives,"" an AI researcher leaves Anthropic",none,none,True,The article centers on human safety concerns and calls for governance rather than documented human capacity gains.,The piece emphasizes risks from self-improving AI and regulatory measures rather than AI performance improvements.,https://www.ledevoir.com/economie/techno/1007621/elles-jouent-vies-chercheur-ia-quitte-anthropic
2026-W37,249d1bb5-5208-4585-9dc3-68117f8e5c2a,Artificial Intelligence and Jesuit Formation,unresolved,unresolved,False,,,https://www.jesuits.global/2026/09/07/artificial-intelligence-and-jesuit-formation
2026-W37,26648e81-99a8-4c80-8ecc-2131c018fccb,Obama says Democrats should have a ‘very clear plan’ on AI policy,gain,none,True,policy planning signals expansion of governance capacity through AI considerations,not described,https://www.nbcnews.com/politics/congress/obama-says-democrats-clear-plan-ai-policy-rcna597555
2026-W37,27bfb036-f168-493a-8c76-826b9d6455ae,"Fashion Trade Stroll | Looking at the future, searching for “large models” at the Fashion Trade Fair",gain,gain,True,people gain new capabilities and productivity from AI-enabled services,AI-enabled services expand deployment and adoption across industries,https://www.news.cn/world/20260911/31725474e84f4de6a8dd04b56ff8d633/c.html
2026-W37,302cc05a-d680-43f8-bf29-3a8e8a95d0d8,More U.S. lawmakers seek new AI rules after Anthropic researchers warn of human extinction,gain,loss,True,"policy action aims to add protections and oversight, expanding human capacity to govern AI risk",AI development is being curtailed through proposed rules and audits,https://www.bnnbloomberg.ca/business/artificial-intelligence/2026/09/11/more-us-lawmakers-seek-new-ai-rules-after-anthropic-researchers-warn-of-human-extinction
2026-W37,30d79771-a5ab-4a83-8b46-9a79a900d8c1,Cinema and Artificial Intelligence: What to Take Away from the Lumière Summit,unresolved,unresolved,False,,,https://www.france24.com/fr/culture/20260907-cin%C3%A9ma-et-intelligence-artificielle-ce-qu-il-faut-retenir-du-sommet-lumi%C3%A8re
2026-W37,3156ae32-5f29-4b32-8773-e7297f70a38b,Artificial Intelligence: Firefighters as Pyromaniacs,unresolved,unresolved,False,,,https://www.la-croix.com/a-vif/intelligence-artificielle-pompiers-pyromanes-20260913
2026-W37,31a1b80b-fd41-4e98-87b3-5acaf205303e,Trump dismisses AI safety concerns in race to beat China,mixed,none,True,"The piece reflects divergent political views on AI safety and national competitiveness, without detailing concrete human-enabled outcomes.","No explicit AI-side capabilities, expansions, or restrictions are described.",https://www.independent.co.uk/bulletin/news/trump-ai-regulations-us-china-b3049485.html
2026-W37,348f537e-eedc-4881-8911-52b7aadb1328,"From “display” to “application”, artificial intelligence accelerates its entry into various industries",none,gain,True,no explicit human outcomes described; article notes AI deployment into industries,"AI deployment expanding into factories, life, and services",http://www.zj.xinhuanet.com/20260913/63d567bba5034936a1a42fc8b778a0e1/c.html
2026-W37,35936425-6326-42f2-90a4-44cef60657c3,Artificial intelligence is becoming a campaign issue during the 2026 mid-term elections.,gain,none,True,The article describes policy-driven potential benefits to workers and a framework for regulating AI infrastructure.,No explicit AI-improvement or expansion of capabilities is described; focus is on governance and potential constraints.,https://fr.qz.com/problme-de-campagne-ai-aux-lections-de-mi-mandat-2026
2026-W37,37c195ed-9ecb-46a8-b63b-9b9f85a6222b,Will Artificial Intelligence Kill Us All?,unresolved,unresolved,False,,,https://ici.radio-canada.ca/rdi/zone-economie/site/videos/10757370/intelligence-artificielle-va-t-elle-tous-nous-tuer
2026-W37,3886260d-52da-4d77-a92e-fcaaccf4c396,The AI policy window is open. We need to act.,gain,gain,True,Policy aims to expand human capacity for safe AI adoption through governance and safeguards.,AI capabilities are progressing; governance and safety measures are expanding to manage and guide that progress.,https://openai.com/index/ai-policy-window
2026-W37,3ad247c4-a8fa-443a-a3b2-de662306fc1f,"For Yoshua Bengio, artificial intelligence has reached a critical turning point",gain,loss,True,Bengio argues for stronger human governance and safety measures to keep increasingly autonomous AI under human control.,Governments and organizations impose access controls and oversight to limit AI deployment and risk.,https://moncarnet.com/2026/09/09/pour-yoshua-bengio-lintelligence-artificielle-arrive-a-un-tournant-critique
2026-W37,3b28d411-2d0c-4069-a6fe-cff3cfe4616b,California Legislature Passes Rules on Generative AI Use by Legal Practitioners,loss,loss,True,"The report describes rules limiting human delegation to AI and requiring safeguards, indicating a constraint on human autonomy in legal work.","The article details regulatory constraints on AI use by legal professionals, signaling AI-side limitation.",https://www.sullcrom.com/insights/memo/2026/September/California-Legislature-Passes-Rules-Generative-AI-Use-Legal-Practitioners
2026-W37,3be1d5e6-d979-4c84-a9a3-009040da40b4,General AI arrives. And France looks elsewhere.,unresolved,unresolved,False,,,https://atlantico.fr/article/decryptage/l-intelligence-artificielle-generale-arrive-et-la-france-regarde-ailleurs
2026-W37,3ca5f3fe-09d7-4a28-9c6e-a7802f373f96,Quebec courts limit judges' use of generative AI,unresolved,unresolved,False,,,https://www.theglobeandmail.com/canada/article-quebec-courts-restrict-judges-use-ai-guidelines
2026-W37,3dcaf0da-3344-4853-ac21-b50045f32d1d,Former Anthropic employee: Peers express “genuine fear” that humans will be wiped out by AI; the West must coordinate with China,mixed,mixed,True,"public discourse treats AI as a rising threat requiring governance, implying potential harm to humans unless controlled","industry leaders advocate pacing, regulation, and independent evaluation to mitigate risks",https://www.bbc.com/zhongwen/articles/c0qxpyw20q7o/simp
2026-W37,40294733-a728-4b5b-bef3-45dc757ec7f8,Anthropic withholds latest AI model from UK testing agency,unresolved,unresolved,False,,,https://www.ft.com/content/560e1c8b-f163-4fd6-b604-e905550ac870?syn-25a6b1a6=1
2026-W37,40a89590-2b04-4bf4-a202-af3cb1b3a071,Research: 63% of U.S. internet households use generative AI,unresolved,unresolved,False,,,https://www.advanced-television.com/2026/09/11/research-63-of-us-internet-homes-use-generative-ai
2026-W37,40ffadda-c256-4815-b0f4-0a79b2b10d89,U.S.: House Speaker Resists Slowing Down AI,none,loss,True,not provided,not provided,https://ici.radio-canada.ca/nouvelle/2283305/etats-unis-trump-mike-johson-regulation-ia
2026-W37,44527327-33e3-4422-9c4a-df93b6a0b17c,Artificial Intelligence and Spiritual Intelligence,none,loss,True,Humans retain faith and spiritual agency; AI cannot replicate it.,"AI cannot attain spiritual intelligence or faith, limiting its applicability in that domain.",https://catholicstand.com/artificial-intelligence-and-spiritual-intelligence
2026-W37,44928cc9-ba5d-4b47-894c-0362d748d39a,Artificial Intelligence: How Axa Adjusts Its Strategy and Places Agents at the Heart of Its Operations,unresolved,unresolved,False,,,https://www.usine-digitale.fr/intelligence-artificielle/intelligence-artificielle-comment-axa-affine-sa-strategie-et-place-les-agents-au-coeur-de-ses-operations.3SAZNM7JBFCSTHOWYRJXXIQZ4Q.html
2026-W37,4ac75b49-073b-4d46-ab20-c829eb9ef8a0,AI regulation calls grow in DC after researcher's extinction warning,unresolved,unresolved,False,,,https://www.cnbc.com/2026/09/11/ai-regulation-anthropic-researcher-extinction-warning.html
2026-W37,4cf8bc7e-b355-4308-9249-577bff6c0ab6,Opinion | Don't rely on treaties to stop the murderbots,unresolved,unresolved,False,,,https://www.washingtonpost.com/opinions/2026/09/13/prevent-ai-mass-disaster-with-more-physical-safeguards
2026-W37,4f5952fc-2827-4445-bb39-22b827ab34e3,A New AI Model for DNA Learns from Evolution to Unlock Secrets of the Human Genome,gain,gain,True,"Researchers gain a faster, more efficient way to identify important genetic variants and prioritize experiments.",The AI model demonstrates scalable predictive capabilities that extend its usefulness in genomics research.,https://phys.org/news/2026-09-ai-dna-evolution-secrets-human.html
2026-W37,50074b17-6f27-49b2-9672-be15f90df116,Artificial intelligence in search of a narrative,mixed,mixed,True,Discussion centers on societal narratives and potential human outcomes rather than concrete results.,"Explores how AI-enabled narratives shape policy, adoption, and risk perception.",https://theconversation.com/lintelligence-artificielle-en-quete-de-recit-290957
2026-W37,504b2464-02fa-47c7-9b86-91574ce93c35,Artificial intelligence makes “Chinese smart manufacturing” more attractive.,gain,gain,True,people gain new capabilities through AI-enabled tools and processes,AI-enabled products and ecosystems expand in adoption and reach,https://www.news.cn/world/20260910/4108fb464fe74612aabe42d61a4f928a/c.html
2026-W37,5339567f-77c2-4317-954b-79171c25a49b,When Artificial Intelligence Becomes a Methodological Advantage for Health Research,unresolved,unresolved,False,,,https://www.decideurs-magazine.com/innovation-sante/65193-quand-l-intelligence-artificielle-devient-un-atout-methodologique-pour-la-recherche-en-sante.html
2026-W37,58820ca0-33b5-433b-b8fd-8a453e655930,Talbot County school board passes AI policy,loss,loss,True,Policy aims to restrict AI usage and maintain human oversight in education,Policy enforces checks and oversight to constrain AI deployment in schools,https://www.stardem.com/news/local_news/talbot-county-school-board-passes-ai-policy/article_4ea3de40-c7f7-4d63-8d6c-467097e5779a.html
2026-W37,58fecf95-5219-409d-976d-605ad18b910b,"In the era of artificial intelligence, how can cultural relics protection evolve “intelligently”?",gain,gain,True,AI acts as an assistant that expands human capabilities in cultural relic protection.,"AI-enabled tools enhance data processing, restoration planning, and expert-driven decisions.",https://news.gmw.cn/2026-09/09/content_38991565.htm
2026-W37,5c2cb5df-5914-4eaf-9dc4-c740814c242b,Meuse: Gathering on September 22 around artificial intelligence ...,gain,gain,True,"Evidence suggests humans gain capacity and access through AI, with emphasis on inclusion and practical uptake.","AI is portrayed as enabling tools, practices, and access rather than being constrained.",https://www.lagazettefrance.fr/article/meuse-rendez-vous-le-22-septembre-autour-de-l-intelligence-artificielle
2026-W37,5c4d1850-cb81-48c9-a073-a339efe18026,Mental Health in the Age of Artificial Intelligence,unresolved,unresolved,False,,,https://www.madinamerica.com/2026/09/mental-health-in-the-age-of-artificial-intelligence
2026-W37,5d15a9e3-d08c-4c85-bbde-e96afa2b80d0,"Defining a New Research Frontier on the ""Search for Extraterrestrial Artificial Intelligence"" (SETAI)",none,none,True,not enough evidence,not enough evidence,https://avi-loeb.medium.com/defining-a-new-research-frontier-on-the-search-for-extraterrestrial-artificial-intelligence-40bad13d1e90
2026-W37,5d1c0bc3-6473-4167-8157-a24de8861813,Video: Decoding: Artificial intelligence soon uncontrollable,unresolved,unresolved,False,,,https://information.tv5monde.com/international/video/decryptage-lintelligence-artificielle-bientot-incontrolable-2837400
2026-W37,5dea53ce-348e-42cf-9a32-5321f67a3286,"Artificial intelligence, cars, smartphones: why the world depends on Taiwan's chips",gain,gain,True,People gain broader access and capabilities through AI-enabled devices and services tied to advanced semiconductors.,AI capability and output depend on advanced semiconductor supply and ecosystem collaboration.,https://www.franceinfo.fr/internet/intelligence-artificielle-voitures-smartphones-pourquoi-le-monde-depend-des-puces-de-taiwan_8181782.html
2026-W37,5f7faaec-dd40-4e8f-8394-9bf7cd51d9a6,Artificial Intelligence PACs are increasing in number,unresolved,unresolved,False,,,https://punchbowl.news/article/tech/ai-pacs-more
2026-W37,61050e3f-571a-4b2d-89d2-1918dea51889,Artificial Intelligence at Service of Madame Ève-Marie,gain,gain,True,Teachers gain time and教学 support from AI-assisted tools.,"The AI system produces usable outputs (activities, resources, class management) that extend teachers’ capabilities.",https://www.lavoixdelest.ca/chroniques/mylene-moisan/2026/09/12/lintelligence-artificielle-au-service-de-madame-eve-marie-3IER6ORYPVA6ZMREUCXSZNGTEE
2026-W37,615660e1-9b80-4f9f-a8f1-235f739ecbf8,AI will transform capitalism – but how?,mixed,mixed,True,"The article argues for shaping AI to serve human needs and societal goals, implying mixed human outcomes.","The piece frames AI as a driver of both opportunities and disruption, suggesting a spectrum of effects on society.",https://www.theguardian.com/technology/2026/sep/13/ai-will-transform-capitalism-but-how
